timestamp_iso,sampling_on,rate_ms
2025-10-18T21:35:59,0,1000
2025-10-18T21:36:01,0,1000
2025-10-18T21:36:02,0,1000
2025-10-18T21:36:04,0,1000
2025-10-18T21:36:05,0,1000
2025-10-18T21:36:07,0,1000
2025-10-18T21:36:08,0,1000
